,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget,release_date,popularity
422,Insidious: The Last Key,"Horror, Mystery, Thriller",tt5726086,103.0,5.7,167885588,67745330,10000000.0,2018-01-03,17.396
423,The Tourist,"Action, Adventure, Crime",tt1243957,103.0,6.0,278780441,67631157,100000000.0,2010-12-08,20.282
424,This Is 40,"Comedy, Romance",tt1758830,134.0,6.2,88215156,67544505,35000000.0,2012-12-20,10.89
425,Instant Family,"Comedy, Drama",tt7401588,118.0,7.4,120556201,67363237,48000000.0,2018-11-16,19.123
426,A Good Day to Die Hard,"Action, Thriller",tt1606378,98.0,5.3,304654182,67349198,92000000.0,2013-02-06,21.64
427,Hacksaw Ridge,"Biography, Drama, History",tt2119532,139.0,8.1,180450918,67209615,40000000.0,2016-10-07,25.513
428,The Bounty Hunter,"Action, Comedy, Romance",tt1038919,110.0,5.6,136333522,67061228,40000000.0,2010-03-16,11.822
429,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy, Family",tt1698641,81.0,6.2,100654149,66954149,28000000.0,2014-10-08,10.116
430,Contraband,"Action, Crime, Drama",tt1524137,109.0,6.5,96262212,66528000,25000000.0,2012-01-12,12.507
431,Looper,"Action, Adventure, Crime",tt1276104,113.0,7.4,176506819,66486205,30000000.0,2012-09-26,20.102
432,Warm Bodies,"Comedy, Horror, Romance",tt1588173,98.0,6.9,116980662,66380662,35000000.0,2013-01-31,11.71
433,Allegiant,"Action, Adventure, Mystery",tt3410834,120.0,5.7,179246868,66184051,110000000.0,2016-03-09,23.073
434,Magic Mike XXL,"Comedy, Drama, Music",tt2268016,115.0,5.6,117813057,66013057,14800000.0,2015-07-01,10.016
435,Madea's Witness Protection,"Comedy, Crime, Drama",tt2215285,114.0,5.0,66899242,65653242,20000000.0,2012-06-29,10.259
436,Battleship,"Action, Adventure, Sci-Fi",tt1440129,131.0,5.8,303025485,65422625,209000000.0,2012-04-11,32.994
437,Jack the Giant Slayer,"Adventure, Fantasy",tt1351685,114.0,6.3,197687603,65187603,195000000.0,2013-02-27,14.152
438,Think Like a Man Too,"Comedy, Romance",tt2239832,106.0,5.8,70181428,65182182,24000000.0,2014-06-20,14.061
439,Now You See Me 2,"Action, Adventure, Comedy",tt3110958,129.0,6.5,334897606,65075540,90000000.0,2016-06-02,20.952
440,Exodus: Gods and Kings,"Action, Drama, Fantasy",tt1528100,150.0,6.0,268175631,65014513,140000000.0,2014-12-03,24.866
441,Pitch Perfect,"Comedy, Music, Romance",tt1981677,112.0,7.2,115350426,65001093,17000000.0,2012-09-28,16.796
442,Mirror Mirror,"Adventure, Comedy, Drama",tt1667353,106.0,5.6,183018522,64935167,85000000.0,2012-03-15,21.017
443,Chronicle,"Drama, Sci-Fi, Thriller",tt1706593,84.0,7.1,126636097,64575175,15000000.0,2012-02-01,16.164
444,A Dog's Purpose,"Adventure, Comedy, Drama",tt1753383,100.0,7.1,205035819,64508620,22000000.0,2017-01-19,15.637
445,The Purge,"Horror, Thriller",tt2184339,85.0,5.7,89328627,64473115,3000000.0,2013-05-31,21.723000000000006
446,The Wedding Ringer,Comedy,tt0884732,101.0,6.7,79799880,64460211,23000000.0,2015-01-16,21.383000000000006
447,The Nut Job,"Animation, Adventure, Comedy",tt1821658,85.0,5.7,120885527,64251541,42000000.0,2014-01-17,12.835
448,Ice Age: Collision Course,"Animation, Adventure, Comedy",tt3416828,94.0,5.7,408579038,64063008,105000000.0,2016-06-23,21.473000000000006
449,Happy Feet Two,"Animation, Adventure, Comedy",tt1402488,100.0,5.9,159196259,64006466,130000000.0,2011-11-17,13.328
450,Diary of a Wimpy Kid,"Comedy, Drama, Family",tt1196141,94.0,6.2,76196538,64003625,15000000.0,2010-03-19,12.679
451,Last Vegas,"Comedy, Drama",tt1204975,105.0,6.6,134402450,63914167,28000000.0,2013-10-31,10.59
452,The Shape of Water,"Adventure, Drama, Fantasy",tt5580390,123.0,7.3,195333312,63859435,19500000.0,2017-12-01,29.603
453,Unknown,"Action, Mystery, Thriller",tt1401152,113.0,6.9,135710029,63686397,30000000.0,2011-02-16,13.067
454,Hope Springs,"Comedy, Drama, Romance",tt1535438,100.0,6.3,114281051,63536011,30000000.0,2012-08-07,9.847
455,The Sorcerer's Apprentice,"Action, Adventure, Family",tt0963966,109.0,6.1,215283742,63150991,150000000.0,2010-07-13,20.17
456,A Nightmare on Elm Street,"Crime, Drama, Horror",tt1179056,95.0,5.2,115694863,63075011,35000000.0,2010-04-30,11.866
457,The Boss,Comedy,tt2702724,99.0,5.4,78844582,63034755,29000000.0,2016-04-07,10.643
459,London Has Fallen,"Action, Thriller",tt3300542,99.0,5.9,205754447,62678608,60000000.0,2016-03-02,16.278
460,Black Mass,"Biography, Crime, Drama",tt1355683,123.0,6.9,99775678,62575678,53000000.0,2015-09-04,17.377
461,The Adjustment Bureau,"Romance, Sci-Fi, Thriller",tt1385826,106.0,7.1,127869379,62495645,50200000.0,2011-03-03,18.623
462,Underworld Awakening,"Action, Drama, Fantasy",tt1496025,88.0,6.4,160112671,62321039,70000000.0,2012-01-19,16.531
463,The Wolfman,"Drama, Fantasy, Horror",tt0780653,103.0,5.8,139789765,61979680,150000000.0,2010-02-11,12.894
464,Ender's Game,"Action, Adventure, Family",tt1731141,114.0,6.6,125544024,61737191,110000000.0,2013-10-23,12.775
465,Miracles from Heaven,"Biography, Drama, Family",tt4257926,109.0,7.1,73983003,61693523,16000000.0,2016-03-17,14.345999999999998
466,Deepwater Horizon,"Action, Drama, History",tt1860357,107.0,7.1,121790373,61433527,110000000.0,2016-09-29,15.362
467,Prisoners,"Crime, Drama, Mystery",tt1392214,153.0,8.1,122126687,61002302,46000000.0,2013-09-18,28.03
468,Get Him to the Greek,"Comedy, Music",tt1226229,109.0,6.4,91720255,60974475,40000000.0,2010-06-04,11.507
469,God's Not Dead,Drama,tt2528814,113.0,4.8,64667874,60755732,17000000.0,2014-03-21,9.115
470,After Earth,"Action, Adventure, Sci-Fi",tt1815862,100.0,4.8,243611982,60522097,130000000.0,2013-05-30,17.472
471,The Lucky One,"Drama, Mystery, Romance",tt1327194,101.0,6.5,99357138,60457138,25000000.0,2012-04-19,11.394
472,Why Him?,Comedy,tt4501244,111.0,6.2,118102725,60323786,38000000.0,2016-12-22,13.678
473,Blockers,Comedy,tt2531344,102.0,6.2,94017294,60311495,21000000.0,2018-03-14,16.182000000000002
474,Resident Evil: Afterlife,"Action, Adventure, Fantasy",tt1220634,96.0,5.9,300228084,60128566,60000000.0,2010-09-09,0.741
475,Why Did I Get Married Too?,"Comedy, Drama, Romance",tt1391137,121.0,4.6,60673972,60095852,20000000.0,2010-04-02,8.926
476,Tooth Fairy,"Comedy, Family, Fantasy",tt0808510,101.0,5.0,112462508,60022256,48000000.0,2010-01-14,12.099
477,Pacific Rim: Uprising,"Action, Adventure, Sci-Fi",tt2557478,111.0,5.6,290930148,59874525,150000000.0,2018-03-21,30.572
478,Secretariat,"Biography, Drama, Family",tt1028576,123.0,7.2,60321861,59713955,35000000.0,2010-08-20,11.033
480,My Big Fat Greek Wedding 2,"Comedy, Romance",tt3760922,94.0,6.0,90632641,59689605,18000000.0,2016-03-23,10.248
481,The Dictator,Comedy,tt1645170,83.0,6.4,179379533,59650222,65000000.0,2012-05-15,17.206
482,The Lego Ninjago Movie,"Animation, Action, Adventure",tt3014284,101.0,6.0,123081555,59281555,70000000.0,2017-09-21,14.602
483,Planes: Fire & Rescue,"Animation, Adventure, Comedy",tt2980706,83.0,6.0,146965787,59165787,50000000.0,2014-07-17,13.103
484,The Grand Budapest Hotel,"Adventure, Comedy, Crime",tt2278388,99.0,8.1,172936941,59100318,30000000.0,2014-02-26,22.934
485,Vacation,"Adventure, Comedy",tt1524930,99.0,6.1,107228221,58884188,31000000.0,2015-07-28,16.157
486,Total Recall,"Action, Adventure, Sci-Fi",tt1386703,118.0,6.3,198467168,58877969,125000000.0,2012-08-02,39.936
487,Water for Elephants,"Drama, Romance",tt1067583,120.0,6.9,117094902,58709717,38000000.0,2011-03-15,9.181
488,Jack Reacher: Never Go Back,"Action, Thriller",tt3393786,118.0,6.1,162146076,58697076,60000000.0,2016-10-19,18.645
489,RoboCop,"Action, Crime, Sci-Fi",tt1234721,117.0,6.2,242688965,58607007,120000000.0,2014-01-30,21.98
490,Easy A,"Comedy, Drama, Romance",tt1282140,92.0,7.1,75026216,58401464,8000000.0,2010-09-16,14.612
491,Tomb Raider,"Action, Adventure, Fantasy",tt1365519,119.0,6.3,274650803,58250803,94000000.0,2018-03-05,23.604
492,The Secret Life of Walter Mitty,"Comedy, Drama, Fantasy",tt0359950,114.0,7.3,188133322,58236838,90000000.0,2013-12-18,14.997
493,Baywatch,"Action, Comedy, Crime",tt1469304,116.0,5.6,177856751,58060186,69000000.0,2017-05-12,24.097
494,The Lincoln Lawyer,"Crime, Drama, Thriller",tt1189340,118.0,7.3,86752352,58009200,40000000.0,2011-03-17,11.386
495,Takers,"Action, Crime, Thriller",tt1135084,107.0,6.2,69055695,57744720,32000000.0,2010-08-26,24.34
496,Fences,Drama,tt2671706,139.0,7.2,64414761,57642961,24000000.0,2016-12-16,11.726
497,The Shack,"Drama, Fantasy",tt2872518,132.0,6.3,96942115,57386418,20000000.0,2017-03-03,16.308
498,The Perfect Guy,"Crime, Drama, Horror",tt3862750,100.0,5.6,60273173,57017904,12000000.0,2015-09-11,8.663
499,Escape from Planet Earth,"Animation, Adventure, Comedy",tt0765446,89.0,5.9,74597643,57012977,40000000.0,2013-02-14,12.401
500,American Reunion,Comedy,tt1605630,113.0,6.7,234989584,57011521,50000000.0,2012-04-04,16.504
502,Midnight in Paris,"Comedy, Fantasy, Romance",tt1605783,94.0,7.7,153959590,56816662,30000000.0,2011-05-11,18.067
503,12 Years a Slave,"Biography, Drama, History",tt2024544,134.0,8.1,187733202,56671993,20000000.0,2013-10-18,21.099
504,Darkest Hour,"Biography, Drama, Family",tt4555426,125.0,7.4,150847207,56468410,30000000.0,2017-11-22,22.356
506,Dracula Untold,"Action, Drama, Fantasy",tt0829150,92.0,6.3,217124280,56280355,70000000.0,2014-10-01,58.335
507,Me Before You,"Drama, Romance",tt2674426,106.0,7.4,208314186,56245075,20000000.0,2016-06-01,22.904
508,Fantastic Four,"Action, Adventure, Sci-Fi",tt1502712,100.0,4.3,167882881,56117548,120000000.0,2015-08-05,21.487
509,ParaNorman,"Animation, Adventure, Comedy",tt1623288,92.0,7.0,107139399,56003051,60000000.0,2012-08-03,13.939
510,Friends with Benefits,"Comedy, Romance",tt1632708,109.0,6.6,149542245,55802754,35000000.0,2011-07-21,17.14
511,Free Birds,"Animation, Adventure, Comedy",tt1621039,91.0,5.9,110387072,55750480,55000000.0,2013-10-30,11.628
512,Hansel & Gretel: Witch Hunters,"Action, Fantasy, Horror",tt1428538,88.0,6.1,226349749,55703475,50000000.0,2013-01-17,13.843
513,Happy Death Day,"Horror, Mystery, Thriller",tt5308322,96.0,6.5,125479266,55683845,4800000.0,2017-10-12,18.907
514,Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Action, Adventure",tt1219342,97.0,7.0,140073390,55675313,80000000.0,2010-07-10,12.713
515,The BFG,"Adventure, Family, Fantasy",tt3691740,117.0,6.4,195243411,55483770,140000000.0,2016-06-01,16.567
516,Neighbors 2: Sorority Rising,Comedy,tt4438848,92.0,5.7,108007109,55455765,35000000.0,2016-05-04,14.177
517,The Shallows,"Drama, Horror, Thriller",tt4052882,86.0,6.3,119100758,55124043,17000000.0,2016-06-24,17.182000000000002
518,I Am Number Four,"Action, Adventure, Sci-Fi",tt1464540,111.0,6.1,149878437,55100437,50000000.0,2011-02-18,20.046
519,The Nutcracker and the Four Realms,"Adventure, Family, Fantasy",tt5523010,99.0,5.5,173961069,54858851,120000000.0,2018-10-26,17.160999999999998
520,Office Christmas Party,Comedy,tt1711525,105.0,5.8,114501299,54767494,45000000.0,2016-11-25,13.357
521,This Means War,"Action, Comedy, Romance",tt1596350,103.0,6.3,156491279,54760791,65000000.0,2012-02-14,11.719
522,Project X,Comedy,tt1636826,88.0,6.7,102731865,54731865,12000000.0,2012-03-01,12.922
523,Pet Sematary,"Horror, Mystery, Thriller",tt0837563,101.0,6.0,113118226,54724696,21000000.0,2019-04-04,23.514
524,Source Code,"Action, Drama, Mystery",tt0945513,93.0,7.5,147332697,54712227,32000000.0,2011-03-30,25.714
525,Assassin's Creed,"Action, Adventure, Sci-Fi",tt2094766,115.0,5.8,240697856,54647948,125000000.0,2016-12-21,13.698
526,What Men Want,"Comedy, Fantasy, Romance",tt7634968,117.0,4.9,72216294,54611903,20000000.0,2019-02-08,12.861
527,Tag,Comedy,tt1967669,91.0,4.6,78130625,54547470,2500000.0,2015-05-04,1.596
528,New Year's Eve,"Comedy, Romance",tt1598822,113.0,5.7,142044638,54544638,56000000.0,2011-12-08,9.769
529,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",tt5027774,115.0,8.2,160192031,54513740,15000000.0,2017-11-10,29.726
530,Horrible Bosses 2,"Comedy, Crime",tt2170439,108.0,6.3,107645357,54445357,42000000.0,2014-11-26,23.357
531,The Woman in Black,"Drama, Fantasy, Horror",tt1596365,95.0,6.4,128955898,54333290,17000000.0,2012-02-03,14.72
532,The Hundred-Foot Journey,"Comedy, Drama",tt2980648,122.0,7.3,89514453,54240821,22000000.0,2014-08-06,11.207
533,Evil Dead,"Fantasy, Horror, Thriller",tt1288558,91.0,6.5,97542952,54239856,17000000.0,2013-04-05,16.666
534,The Hateful Eight,"Crime, Drama, Mystery",tt3460252,168.0,7.8,155760117,54117416,44000000.0,2015-12-25,19.287
535,Barbershop: The Next Cut,"Comedy, Drama",tt3628584,111.0,5.9,55030051,54030051,20000000.0,2016-04-15,10.364
536,Insidious,"Horror, Mystery, Thriller",tt1591095,103.0,6.9,99557032,54009150,1500000.0,2010-09-13,20.879
537,Paranormal Activity 4,"Horror, Mystery, Thriller",tt2109184,88.0,4.6,142802657,53921300,5000000.0,2012-10-17,10.968
538,Focus,"Comedy, Crime, Drama",tt2381941,105.0,6.6,158762963,53862963,50100000.0,2015-02-25,21.266
539,A Simple Favor,"Comedy, Crime, Drama",tt7040874,117.0,6.9,97644617,53548586,20000000.0,2018-08-29,14.206
540,Life as We Know It,"Comedy, Drama, Romance",tt1055292,114.0,6.6,105734416,53374681,38000000.0,2010-10-02,10.627
541,Parasite,"Comedy, Drama, Thriller",tt6751668,132.0,8.7,254696104,53367844,11363000.0,2019-05-30,85.671
542,Madea's Big Happy Family,"Comedy, Drama",tt1787759,106.0,4.7,54161287,53345287,25000000.0,2011-04-22,7.477
543,RED 2,"Action, Adventure, Comedy",tt1821694,116.0,6.6,148075565,53262560,84000000.0,2013-07-18,18.595
544,The Devil Inside,Horror,tt1560985,83.0,4.2,101758490,53261944,1000000.0,2012-01-06,9.165
545,Letters to Juliet,"Adventure, Comedy, Drama",tt0892318,105.0,6.6,79293444,53032453,30000000.0,2010-05-14,12.089
547,13 Hours,"Action, Drama, History",tt4172430,144.0,7.3,69411370,52853219,50000000.0,2016-01-13,15.291
548,Diary of a Wimpy Kid: Rodrick Rules,"Comedy, Family",tt1650043,99.0,6.6,72526996,52698535,10000000.0,2011-03-25,10.368
549,No Good Deed,"Action, Crime, Drama",tt2011159,84.0,5.6,54323210,52543632,13200000.0,2014-09-10,14.24
550,Wall Street: Money Never Sleeps,Drama,tt1027718,133.0,6.2,134748021,52474616,70000000.0,2010-09-02,10.699000000000002
551,A Madea Christmas,"Comedy, Drama, Romance",tt2609758,100.0,4.9,53396635,52440051,47000000.0,2013-12-13,5.459
552,Southpaw,"Drama, Sport",tt1798684,124.0,7.4,91970827,52421953,30000000.0,2015-03-24,25.154
553,Insidious: Chapter 3,"Horror, Mystery, Thriller",tt3195644,97.0,6.1,112983889,52218558,10000000.0,2015-06-04,16.255
554,Selma,"Biography, Drama, History",tt1020072,128.0,7.5,66787908,52076908,20000000.0,2014-02-06,11.629
555,Predators,"Action, Adventure, Sci-Fi",tt1424381,107.0,6.4,127233108,52000688,40000000.0,2010-07-03,18.793
557,The Call,"Crime, Drama, Horror",tt1911644,94.0,6.7,68572631,51872378,13000000.0,2013-03-14,12.603
558,The Odd Life of Timothy Green,"Comedy, Drama, Family",tt1462769,105.0,6.6,56012642,51853450,25000000.0,2012-08-15,10.541
559,Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller",tt1071875,96.0,4.3,132563930,51774002,57000000.0,2011-12-11,16.454
560,Lion,"Biography, Drama",tt3741834,118.0,8.1,140312928,51739495,12000000.0,2016-01-20,24.858
561,Atomic Blonde,"Action, Thriller",tt2406566,115.0,6.7,100014025,51687870,30000000.0,2017-07-26,29.086
562,The Grey,"Action, Adventure, Drama",tt1601913,117.0,6.8,79781695,51580136,25000000.0,2011-12-11,14.374
563,American Made,"Action, Biography, Comedy",tt3532216,115.0,7.2,134866593,51342000,50000000.0,2017-08-08,20.299
564,Muppets Most Wanted,"Adventure, Comedy, Crime",tt2281587,107.0,6.4,80383113,51183113,50000000.0,2014-03-20,9.812
565,The Predator,"Action, Adventure, Sci-Fi",tt3829266,107.0,5.4,160542134,51024708,88000000.0,2018-09-05,19.844
566,Ouija,"Horror, Mystery, Thriller",tt1204977,89.0,4.5,103590271,50856010,5000000.0,2014-10-24,16.148
567,The Boxtrolls,"Animation, Adventure, Comedy",tt0787474,96.0,6.8,108255770,50837305,60000000.0,2014-09-10,14.169
568,The Dark Tower,"Action, Adventure, Fantasy",tt1648190,95.0,5.7,113231078,50701325,60000000.0,2017-08-03,24.027
569,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller",tt1205537,105.0,6.2,135503748,50577412,60000000.0,2014-01-15,22.31
570,If I Stay,"Drama, Fantasy, Music",tt1355630,107.0,6.8,78274843,50474843,11000000.0,2014-08-21,10.575
571,Overboard,"Comedy, Romance",tt1563742,112.0,5.9,91244913,50316123,12000000.0,2018-05-03,13.883
572,Hot Tub Time Machine,"Comedy, Sci-Fi",tt1231587,101.0,6.4,64735752,50287556,36000000.0,2010-03-26,13.207
573,The Book of Life,"Animation, Adventure, Comedy",tt2262227,95.0,7.3,99783556,50151543,50000000.0,2014-10-01,11.781
574,Sicario: Day of the Soldado,"Action, Adventure, Crime",tt5052474,122.0,7.1,75837743,50072235,35000000.0,2018-06-27,20.282
575,Red Tails,"Action, Drama, History",tt0485985,125.0,5.9,50365498,49876377,58000000.0,2012-01-19,9.376
576,Pain & Gain,"Action, Comedy, Crime",tt1980209,129.0,6.4,87305549,49875291,25000000.0,2013-04-18,17.971
577,BlacKkKlansman,"Biography, Crime, Drama",tt7349662,135.0,7.5,93400823,49275340,15000000.0,2018-07-30,28.302
578,The Possession,"Horror, Mystery, Thriller",tt0431021,92.0,5.9,85446075,49130154,14000000.0,2012-08-30,11.841
579,Diary of a Wimpy Kid: Dog Days,"Comedy, Family",tt2023453,94.0,6.3,77229695,49008662,10000000.0,2012-08-02,10.345
580,Lady Bird,"Comedy, Drama",tt4925292,94.0,7.4,78965611,48958273,10000000.0,2017-09-08,21.739
581,I Feel Pretty,"Comedy, Romance",tt6791096,110.0,5.4,94539426,48795601,32000000.0,2018-04-19,15.091
583,About Last Night,"Comedy, Romance",tt1826590,100.0,6.1,50445860,48637684,12500000.0,2014-02-14,7.381
584,The Dilemma,"Comedy, Drama",tt1578275,111.0,5.3,69721966,48475290,70000000.0,2011-01-13,12.384
585,The Huntsman: Winter's War,"Action, Adventure, Drama",tt2381991,114.0,6.1,164989338,48390190,115000000.0,2016-04-06,13.587
586,Sinister,"Horror, Mystery, Thriller",tt1922777,110.0,6.8,82515113,48086903,3000000.0,2012-03-29,12.092
587,Kick-Ass,"Action, Comedy, Crime",tt1250777,117.0,7.6,96188903,48071303,28000000.0,2010-03-22,17.219
588,Kubo and the Two Strings,"Animation, Action, Adventure",tt4302938,101.0,7.8,76249438,48023088,60000000.0,2016-08-18,22.481
589,Vice,"Biography, Comedy, Drama",tt3480796,96.0,4.2,76073488,47836282,10000000.0,2015-01-16,18.546
590,Manchester by the Sea,Drama,tt4034228,137.0,7.8,78988148,47695120,9000000.0,2016-11-18,18.663
591,Into the Storm,"Action, Adventure, Drama",tt2106361,89.0,5.8,161502194,47602194,50000000.0,2014-08-06,14.916
592,Poltergeist,"Horror, Thriller",tt1029360,93.0,4.9,95437994,47425125,35000000.0,2015-05-20,20.202
593,Jupiter Ascending,"Action, Adventure, Sci-Fi",tt1617661,127.0,5.3,183887723,47387723,176000003.0,2015-02-04,30.295
594,Savages,"Crime, Drama, Thriller",tt1615065,131.0,6.5,82966152,47382068,45000000.0,2012-07-06,13.355
595,Warcraft,"Action, Adventure, Fantasy",tt0803096,123.0,6.9,439048914,47365290,160000000.0,2016-05-25,21.372
596,Boo 2! A Madea Halloween,"Comedy, Drama, Horror",tt6217804,101.0,3.8,48333932,47319572,25000000.0,2017-10-20,10.353
597,The Judge,"Crime, Drama",tt1872194,141.0,7.4,23127,47119388,50000000.0,2014-10-08,23.511
598,Killers,"Action, Comedy, Romance",tt1103153,100.0,5.4,5248,47059963,75000000.0,2010-06-04,14.776
599,Jersey Boys,"Biography, Drama, Music",tt1742044,134.0,6.8,67647013,47034272,40000000.0,2014-06-05,10.665
600,Sicario,"Action, Crime, Drama",tt3397884,121.0,7.6,84872444,46889293,30000000.0,2015-09-17,22.336
601,Red Sparrow,"Action, Drama, Thriller",tt2873282,140.0,6.6,151572634,46874505,69000000.0,2018-02-28,23.066
602,How to Be Single,"Comedy, Drama, Romance",tt1292566,110.0,6.1,112343513,46843513,38000000.0,2016-01-21,14.880999999999998
603,Goosebumps 2: Haunted Halloween,"Adventure, Comedy, Family",tt5664636,90.0,5.6,93320380,46700633,35000000.0,2018-10-11,13.536
604,Arthur Christmas,"Animation, Adventure, Comedy",tt1430607,97.0,7.1,147419472,46462469,10000000.0,2011-11-10,13.202
605,The Best Exotic Marigold Hotel,"Comedy, Drama, Romance",tt1412386,124.0,7.3,136836156,46412041,10000000.0,2011-11-28,9.295
606,Breaking In,"Action, Crime, Drama",tt7137846,88.0,5.4,51411620,46383120,6000000.0,2018-05-05,10.522
607,Blended,"Comedy, Romance",tt1086772,117.0,6.5,127994610,46294610,40000000.0,2014-05-21,13.241
608,Mike and Dave Need Wedding Dates,"Comedy, Romance",tt2823054,98.0,6.0,77068246,46007113,33000000.0,2016-06-15,11.098
609,Gangster Squad,"Action, Crime, Drama",tt1321870,113.0,6.7,105200903,46000903,60000000.0,2013-01-10,13.33
611,Five Feet Apart,"Drama, Romance",tt6472976,116.0,7.2,91522094,45729221,5000000.0,2019-03-15,24.658
612,The Great Wall,"Action, Adventure, Fantasy",tt2034800,103.0,6.0,334933831,45540830,150000000.0,2016-12-16,15.435
613,Moonrise Kingdom,"Comedy, Drama, Romance",tt1748122,94.0,7.8,68263166,45512466,16000000.0,2012-05-24,20.336
614,12 Strong,"Action, Drama, History",tt1413492,130.0,6.6,67450815,45495662,35000000.0,2018-01-16,18.572
615,The Man from U.N.C.L.E.,"Action, Adventure, Comedy",tt1638355,116.0,7.3,107045109,45445109,75000000.0,2015-08-13,18.382
618,Wonder Park,"Animation, Adventure, Comedy",tt6428676,85.0,5.7,119559110,45216793,100000000.0,2019-03-14,14.748
619,The Giver,"Drama, Romance, Sci-Fi",tt0435651,97.0,6.5,66980456,45089048,25000000.0,2014-08-11,15.224
620,Hall Pass,"Comedy, Romance",tt0480687,105.0,5.9,86157237,45060734,36000000.0,2011-02-25,11.564
621,Spotlight,"Biography, Crime, Drama",tt1895587,129.0,8.1,98690254,45055776,20000000.0,2015-11-06,20.155
622,Smurfs: The Lost Village,"Animation, Adventure, Comedy",tt2398241,90.0,6.0,197183546,45020282,60000000.0,2017-03-23,14.954
623,Going in Style,"Comedy, Crime",tt2568862,96.0,6.6,84918541,45003463,25000000.0,2017-04-06,15.734000000000002
624,Den of Thieves,"Action, Crime, Drama",tt1259528,140.0,7.0,80509622,44947622,30000000.0,2018-01-18,26.523000000000003
625,First Man,"Biography, Drama, History",tt1213641,141.0,7.4,105697415,44936545,70000000.0,2018-10-11,22.287
626,All Eyez on Me,"Biography, Drama, Music",tt1666185,139.0,5.8,55668698,44922302,40000000.0,2017-06-12,12.765999999999998
627,xXx: Return of Xander Cage,"Action, Adventure, Thriller",tt1293847,107.0,5.2,346118277,44898413,85000000.0,2017-01-13,21.559
628,Cop Out,"Action, Comedy, Crime",tt1385867,107.0,5.6,55611001,44875481,30000000.0,2010-02-26,10.277
629,Red Dawn,"Action, Adventure, Crime",tt1234719,93.0,5.4,50950296,44806783,65000000.0,2012-03-15,15.140999999999998
630,The Internship,Comedy,tt2234155,119.0,6.3,93492844,44672764,58000000.0,2013-06-07,0.877
631,The Artist,"Comedy, Drama, Romance",tt1655442,100.0,7.9,133432856,44671682,15000000.0,2011-10-08,14.863
633,Instructions Not Included,"Comedy, Drama",tt2378281,115.0,7.6,100486616,44467206,5500000.0,2013-07-20,9.72
634,The Three Stooges,"Comedy, Family",tt0383010,92.0,5.1,54819301,44338224,30000000.0,2012-04-13,9.146
635,47 Meters Down,"Adventure, Drama, Horror",tt2932536,89.0,5.6,62187529,44307191,5500000.0,2017-05-25,16.791
636,St. Vincent,"Comedy, Drama",tt2170593,102.0,7.3,54837234,44134898,13000000.0,2014-10-09,14.31
637,Hereditary,"Drama, Horror, Mystery",tt7784604,127.0,7.3,80200936,44069456,10000000.0,2018-06-07,23.812
638,Soul Surfer,"Biography, Drama, Family",tt1596346,112.0,7.1,47120948,43853424,18000000.0,2011-04-08,10.918
639,Cats & Dogs: The Revenge of Kitty Galore,"Action, Comedy, Family",tt1287468,82.0,4.3,112483764,43585753,85000000.0,2010-07-28,12.161
640,Need for Speed,"Action, Crime, Thriller",tt2369135,132.0,6.5,203277636,43577636,66000000.0,2014-03-13,15.931
641,Everest,"Action, Adventure, Biography",tt2719848,121.0,7.1,203427584,43482270,55000000.0,2015-09-10,23.233
642,Edge of Darkness,"Crime, Drama, Mystery",tt1226273,117.0,6.6,81126522,43313890,80000000.0,2010-01-28,11.564
643,Sherlock Gnomes,"Animation, Adventure, Comedy",tt2296777,86.0,5.1,90497778,43242871,59000000.0,2018-03-15,16.099
644,A Million Ways to Die in the West,"Comedy, Western",tt2557490,116.0,6.1,87189756,43139300,40000000.0,2014-05-22,17.714000000000006
645,John Wick,"Action, Crime, Thriller",tt2911666,101.0,7.4,86013056,43037835,20000000.0,2014-10-22,17.469
646,The Night Before,"Comedy, Fantasy",tt3530002,101.0,6.4,52395996,43035725,25000000.0,2015-11-20,11.976
647,War Dogs,"Biography, Comedy, Crime",tt2005151,114.0,7.1,86234523,43017433,40000000.0,2016-08-17,18.322
648,Snitch,"Action, Drama, Thriller",tt0882977,112.0,6.5,57824674,42930462,35000000.0,2013-02-21,13.385
649,The Big Sick,"Comedy, Drama, Romance",tt5462602,120.0,7.6,56411585,42872467,5000000.0,2017-03-30,17.326
650,Gulliver's Travels,"Adventure, Comedy, Family",tt1320261,85.0,4.9,237382724,42779261,112000000.0,2010-12-25,13.737
651,Death at a Funeral,Comedy,tt1321509,92.0,5.7,49050886,42739347,21000000.0,2010-04-15,9.619
653,Krampus,"Comedy, Drama, Fantasy",tt3850590,98.0,6.2,61548707,42592530,15000000.0,2015-11-26,10.986
654,Final Destination 5,"Horror, Thriller",tt1622979,92.0,5.9,157887643,42587643,47000000.0,2011-08-12,11.565
655,The Age of Adaline,"Drama, Fantasy, Romance",tt1655441,112.0,7.2,65663276,42478175,25000000.0,2015-04-16,14.755999999999998
656,Uncle Drew,"Comedy, Sport",tt7334528,103.0,5.7,46664414,42469946,19000000.0,2018-06-27,11.659
