,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget,release_date,popularity
928,The Bye Bye Man,"Drama, Fantasy, Horror",tt4030600,96.0,4.3,29874280,22377458,7400000.0,2017-01-12,13.712
929,Stuber,"Action, Comedy, Crime",tt7734218,105.0,6.1,32390945,22370452,16000000.0,2019-07-11,16.79
930,Project Almanac,"Drama, Mystery, Sci-Fi",tt2436386,106.0,6.4,33213241,22331028,12000000.0,2015-01-28,11.653
932,Rough Night,"Comedy, Crime, Thriller",tt4799050,101.0,5.2,47347283,22062200,20000000.0,2017-06-15,14.782
933,Hellboy,"Action, Adventure, Fantasy",tt2274648,120.0,5.4,44664690,21903748,50000000.0,2019-04-10,18.417
935,The Big Wedding,"Comedy, Drama, Romance",tt1931435,89.0,5.6,46522137,21784432,35000000.0,2013-04-25,8.988999999999997
936,Overlord,"Action, Adventure, Horror",tt4530422,110.0,6.7,41657844,21704844,38000000.0,2018-11-01,17.75
937,Your Highness,"Comedy, Fantasy",tt1240982,102.0,5.5,28013733,21596445,49900000.0,2011-04-08,12.456
938,Mud,Drama,tt1935179,130.0,7.4,32613173,21590086,10000000.0,2013-04-26,9.78
939,Snowden,"Biography, Crime, Drama",tt3774114,134.0,7.3,37357216,21587519,40000000.0,2016-09-15,12.845999999999998
940,Black or White,Drama,tt2883434,121.0,6.6,21833967,21569041,9000000.0,2014-09-06,11.975
941,Baggage Claim,"Comedy, Romance",tt1171222,96.0,5.1,22871096,21564616,8500000.0,2013-09-27,9.273
943,The Way Way Back,"Comedy, Drama",tt1727388,103.0,7.4,26474920,21501098,4600000.0,2013-06-06,9.809
945,The Darkest Hour,"Action, Adventure, Horror",tt1093357,89.0,4.9,64626786,21426805,30000000.0,2011-12-22,13.308
946,The Place Beyond the Pines,"Crime, Drama, Thriller",tt1817273,140.0,7.3,47052899,21383298,15000000.0,2012-09-07,11.962
947,Mars Needs Moms,"Animation, Action, Adventure",tt1305591,88.0,5.4,39233678,21379315,150000000.0,2011-03-09,12.764
948,Skyline,"Action, Sci-Fi, Thriller",tt1564585,92.0,4.4,66984887,21371425,10000000.0,2010-11-11,11.752
949,Conan the Barbarian,"Action, Adventure, Fantasy",tt0816462,113.0,5.2,63523283,21295021,90000000.0,2011-08-17,17.188
950,Dream House,"Drama, Mystery, Thriller",tt1462041,84.0,6.0,39984400,21283440,50000000.0,2011-09-30,10.872
951,Mechanic: Resurrection,"Action, Adventure, Thriller",tt3522806,98.0,5.7,125729635,21218403,40000000.0,2016-08-25,16.881
952,"As Above, So Below","Horror, Mystery, Thriller",tt2870612,93.0,6.2,41898409,21197315,5000000.0,2014-08-14,10.197
953,The Next Three Days,"Action, Crime, Drama",tt1458175,133.0,7.4,67448651,21148651,30000000.0,2010-11-18,18.7
954,The Disaster Artist,"Biography, Comedy, Drama",tt3521126,104.0,7.4,29820616,21120616,10000000.0,2017-03-12,17.851
955,Phantom Thread,"Drama, Romance",tt5776858,130.0,7.5,47756590,21023275,35000000.0,2017-12-25,16.052
956,Aloha,"Comedy, Drama, Romance",tt1243974,105.0,5.4,26250020,20991497,37000000.0,2015-05-27,10.327
957,Proud Mary,"Action, Crime, Drama",tt6421110,89.0,4.9,21753365,20868638,14000000.0,2018-01-12,10.117
958,The Kids Are All Right,"Comedy, Drama, Romance",tt0842926,106.0,7.0,34705850,20811365,3500000.0,2010-07-09,9.841
959,Blair Witch,"Horror, Mystery, Thriller",tt1540011,89.0,5.0,45173154,20777061,5000000.0,2016-09-15,12.999
960,God's Not Dead 2,Drama,tt4824308,120.0,4.4,24487848,20773070,5000000.0,2016-04-01,10.880999999999998
961,Free State of Jones,"Action, Biography, Drama",tt1124037,139.0,6.9,25035950,20758378,50000000.0,2016-06-24,11.531
962,Sleepless,"Action, Crime, Thriller",tt2072233,95.0,5.6,32917353,20757977,30000000.0,2017-01-12,13.737
963,The Happytime Murders,"Action, Comedy, Crime",tt1308728,91.0,5.3,27506452,20706452,40000000.0,2018-08-22,12.377
964,Diary of a Wimpy Kid: The Long Haul,"Comedy, Family",tt6003368,91.0,4.4,40140972,20638993,22000000.0,2017-05-19,10.329
965,Keanu,"Action, Comedy, Crime",tt4139124,100.0,6.3,20651333,20566327,15000000.0,2016-04-21,10.901
966,SuperFly,"Action, Crime, Thriller",tt7690670,116.0,5.0,20780685,20545116,16000000.0,2018-06-13,12.267
968,The Three Musketeers,"Action, Adventure, Fantasy",tt1509767,110.0,5.8,132274484,20377913,75000000.0,2011-08-31,15.448
969,Brick Mansions,"Action, Crime, Thriller",tt1430612,90.0,5.7,71416730,20285518,28000000.0,2014-04-22,12.425
970,Premium Rush,"Action, Thriller",tt1547234,91.0,6.5,31083599,20275446,35000000.0,2012-08-24,12.305
971,Our Family Wedding,"Comedy, Romance",tt1305583,103.0,4.9,21409028,20246959,14000000.0,2010-03-12,8.818
972,Country Strong,"Drama, Music",tt1555064,117.0,6.3,20529194,20218921,15000000.0,2010-12-22,10.618
973,Baahubali 2: The Conclusion,"Action, Drama",tt4849438,167.0,8.3,254158390,20186659,31000000.0,2017-04-27,8.799
974,Secret in Their Eyes,"Crime, Drama, Mystery",tt1741273,111.0,6.3,34854990,20180155,19500000.0,2015-10-14,9.531
975,Homefront,"Action, Crime, Thriller",tt2312718,100.0,6.5,48449416,20158492,22000000.0,2013-11-12,17.438
976,UglyDolls,"Animation, Adventure, Comedy",tt1946502,87.0,4.5,32450241,20150241,45000000.0,2019-05-01,12.299
977,Big Miracle,"Biography, Drama, Family",tt1430615,107.0,6.5,24719215,20113965,40000000.0,2012-02-02,8.752
978,Middle School: The Worst Years of My Life,"Comedy, Family",tt4981636,92.0,6.1,23316139,19985196,8500000.0,2016-10-07,9.067
979,Broken City,"Action, Crime, Drama",tt1235522,109.0,6.2,34737199,19701164,56000000.0,2013-01-18,14.468
980,Nine Lives,"Comedy, Drama, Family",tt4383594,87.0,5.3,57814445,19637449,30000000.0,2016-08-03,11.128
981,The Eagle,"Action, Adventure, Drama",tt1034389,114.0,6.2,37989684,19490041,25000000.0,2011-02-08,11.657
982,Beautiful Creatures,"Drama, Fantasy, Romance",tt1559547,124.0,6.2,60052138,19452138,60000000.0,2013-02-13,13.853
983,Shaun the Sheep Movie,"Animation, Adventure, Comedy",tt2872750,85.0,7.4,106209378,19375982,25000000.0,2015-02-05,12.787
984,Runner Runner,"Crime, Thriller",tt2364841,88.0,5.6,62675095,19316646,30000000.0,2013-09-24,11.901
985,The Secret World of Arrietty,"Animation, Adventure, Family",tt1568921,94.0,7.6,148800274,19202743,23000000.0,2010-07-16,21.106
987,"I, Frankenstein","Action, Fantasy, Sci-Fi",tt1418377,92.0,5.1,76801179,19075290,65000000.0,2014-01-22,13.165
988,Remember Me,"Drama, Romance",tt1403981,113.0,7.1,56032889,19068240,16000000.0,2010-03-12,12.425999999999998
989,The Impossible,"Drama, History, Thriller",tt1649419,114.0,7.6,198087212,19019882,45000000.0,2012-09-09,13.977
990,Unplanned,"Biography, Drama",tt9024106,106.0,6.3,21051915,18988743,6000000.0,2019-03-21,7.3439999999999985
991,Haywire,"Action, Drama, Thriller",tt1506999,93.0,5.8,34513760,18942396,23000000.0,2011-11-06,11.583
992,Shark Night 3D,"Horror, Thriller",tt1633356,90.0,4.0,41363927,18872522,28000000.0,2011-09-02,9.391
993,The Legend of Hercules,"Action, Adventure, Fantasy",tt1043726,99.0,4.2,61279452,18848538,70000000.0,2014-01-10,11.242
994,Still Alice,Drama,tt3316960,101.0,7.5,44779195,18754371,5000000.0,2014-12-05,11.697
995,The Choice,"Drama, Romance",tt3797868,111.0,6.6,23064015,18709066,10000000.0,2016-02-04,11.157
996,Eye in the Sky,"Action, Drama, Thriller",tt2057392,102.0,7.3,35259653,18700837,13000000.0,2015-09-11,11.13
997,Man on a Ledge,"Action, Adventure, Crime",tt1568338,102.0,6.6,47636031,18620000,42000000.0,2012-01-13,11.604
1000,Quartet,"Comedy, Drama",tt1441951,94.0,6.8,12042,18390117,11000000.0,2012-09-08,9.005
1001,Only the Brave,"Action, Biography, Drama",tt3829920,134.0,7.7,26351322,18340051,38000000.0,2017-09-22,15.159
1002,127 Hours,"Biography, Drama",tt1542344,94.0,7.6,60738797,18335230,18000000.0,2010-11-05,14.787
1003,Paranormal Activity: The Ghost Dimension,"Horror, Mystery, Thriller",tt2473510,88.0,4.6,78903124,18300124,10000000.0,2015-10-21,11.364
1004,Fright Night,"Comedy, Horror",tt1438176,106.0,6.4,41002607,18298649,30000000.0,2011-08-18,8.494
1006,Call Me by Your Name,"Drama, Romance",tt5726616,132.0,7.9,41887595,18095701,4000000.0,2017-09-01,31.649
1007,Admission,"Comedy, Drama, Romance",tt1814621,107.0,5.7,18637201,18004225,13000000.0,2013-03-21,11.014
1009,Bad Times at the El Royale,"Crime, Drama, Mystery",tt6628394,141.0,7.1,31882724,17839115,32000000.0,2018-10-04,17.317
1010,Going the Distance,"Comedy, Romance",tt1322312,102.0,6.3,42059111,17804299,32000000.0,2010-08-27,9.669
1011,Mother!,"Drama, Horror, Mystery",tt5109784,121.0,6.6,44516999,17800004,30000000.0,2017-09-13,24.207
1012,Bad Santa 2,"Comedy, Crime, Drama",tt1798603,92.0,5.6,24079268,17782178,26000000.0,2016-11-23,11.084
1014,Steve Jobs,"Biography, Drama",tt2080374,122.0,7.2,34441873,17766658,30000000.0,2015-10-09,12.302
1015,Show Dogs,"Adventure, Comedy, Family",tt5691024,92.0,3.7,39156854,17744685,5500000.0,2018-05-10,12.052
1016,The Perks of Being a Wallflower,"Drama, Romance",tt1659337,103.0,8.0,33384127,17738570,13000000.0,2012-09-20,25.743
1018,Apollo 18,"Horror, Mystery, Sci-Fi",tt1772240,86.0,5.2,26236153,17686929,5000000.0,2011-07-20,12.81
1019,Nebraska,"Adventure, Comedy, Drama",tt1821549,115.0,7.7,27682872,17654912,12000000.0,2013-09-21,12.265999999999998
1020,Parker,"Action, Crime, Thriller",tt1904996,118.0,6.2,46922566,17616641,35000000.0,2013-01-23,12.985
1021,Operation Finale,"Biography, Drama, History",tt5208252,122.0,6.5,17612099,17612099,24000000.0,2018-08-29,11.091
1022,Furry Vengeance,"Comedy, Family",tt0492389,92.0,3.8,36288132,17596256,35000000.0,2010-04-02,11.399
1023,"Paul, Apostle of Christ","Adventure, Biography, Drama",tt7388562,108.0,6.7,25915966,17560475,5000000.0,2018-03-23,12.964
1026,Silent Hill: Revelation,Horror,tt0938330,95.0,5.0,55362705,17529157,20000000.0,2012-10-10,17.298
1028,Father Figures,"Comedy, Drama",tt1966359,113.0,5.5,25601244,17501244,25000000.0,2017-12-21,11.903
1030,Dope,"Comedy, Crime, Drama",tt3850214,103.0,7.2,17986781,17474107,700000.0,2015-06-19,7.65
1031,The Zookeeper's Wife,"Biography, Drama, History",tt1730768,127.0,7.0,26152835,17445186,20000000.0,2017-03-31,11.83
1032,Dark Skies,"Horror, Sci-Fi, Thriller",tt2387433,97.0,6.3,27858103,17411930,3500000.0,2013-02-21,11.921
1033,Chappaquiddick,"Drama, History, Thriller",tt5270948,106.0,6.5,18263470,17395520,34000000.0,2018-04-06,11.342
1036,A Haunted House 2,"Comedy, Fantasy",tt2828996,86.0,4.7,25358716,17329486,4000000.0,2014-04-17,11.248
1037,Brightburn,"Drama, Horror, Mystery",tt7752126,90.0,6.5,32893421,17300439,6000000.0,2019-05-09,23.052
1039,A Most Wanted Man,"Crime, Drama, Thriller",tt1972571,122.0,6.8,36233517,17237244,15000000.0,2014-07-25,10.863
1040,Wanderlust,"Comedy, Romance",tt1655460,98.0,5.6,23812816,17225675,35000000.0,2012-02-23,9.837
1041,Seventh Son,"Action, Adventure, Fantasy",tt1121096,102.0,5.5,114178613,17223265,95000000.0,2014-12-12,22.23
1042,Safe,"Action, Crime, Thriller",tt1656190,94.0,6.5,41564670,17142080,30000000.0,2012-04-16,13.246
1043,Norm of the North,"Animation, Adventure, Comedy",tt1594972,90.0,3.6,30734502,17017118,7000000.0,2016-01-14,12.255999999999998
1044,The Counselor,"Crime, Drama, Thriller",tt2193215,117.0,5.3,71009334,16973715,25000000.0,2013-10-25,12.037
1045,The Thing,"Horror, Mystery, Sci-Fi",tt0905372,103.0,6.2,31505287,16928670,35000000.0,2011-10-12,13.716
1047,Flatliners,"Drama, Horror, Mystery",tt2039338,109.0,5.2,45158254,16866403,19000000.0,2017-09-28,14.685
1048,The Kid Who Would Be King,"Action, Adventure, Family",tt6811018,120.0,6.0,32140970,16790790,59000000.0,2019-01-16,12.327
1049,Detroit,"Crime, Drama, History",tt5390504,143.0,7.4,23355100,16790139,34000000.0,2017-07-28,13.086
1050,To Rome with Love,"Comedy, Music, Romance",tt1859650,112.0,6.3,73244881,16685867,17000000.0,2012-04-20,12.526
1054,The Master,Drama,tt1560747,138.0,7.1,28258060,16377274,32000000.0,2012-09-07,15.594
1055,Forever My Girl,"Drama, Music, Romance",tt4103724,108.0,6.7,16376066,16376066,3500000.0,2018-01-26,14.556
1056,Young Adult,"Comedy, Drama",tt1625346,94.0,6.3,22939027,16311571,12000000.0,2011-12-16,7.627999999999999
1057,Jobs,"Biography, Drama",tt2357129,128.0,5.9,42128352,16117443,12000000.0,2013-08-16,10.26
1058,Fruitvale Station,"Biography, Crime, Drama",tt2334649,85.0,7.5,17385830,16097842,900000.0,2013-07-26,8.142999999999999
1059,The Raven,"Crime, Mystery, Thriller",tt1486192,110.0,6.4,29699345,16008272,26000000.0,2012-03-09,10.765
1061,Mortal Engines,"Action, Adventure, Fantasy",tt1571234,128.0,6.1,83672673,15951040,100000000.0,2018-11-27,23.578000000000007
1062,The Birth of a Nation,"Biography, Drama, History",tt4196450,120.0,6.4,16779212,15858754,8500000.0,2016-09-09,8.986
1063,Devil's Due,"Horror, Mystery, Thriller",tt2752758,89.0,4.1,36921560,15818967,7000000.0,2014-01-08,8.798
1064,Eddie the Eagle,"Biography, Comedy, Drama",tt1083452,106.0,7.4,46152800,15785632,23000000.0,2016-02-26,11.725
1066,The Man with the Iron Fists,Action,tt1258972,95.0,5.4,20546518,15634090,15000000.0,2012-11-02,12.76
1068,The Ghost Writer,"Drama, Mystery, Thriller",tt1139328,128.0,7.2,60331447,15541549,45000000.0,2010-02-12,10.899
1069,Late Night,"Comedy, Drama",tt6107548,102.0,5.9,22386555,15499454,4000000.0,2019-01-25,13.908
1070,The Infiltrator,"Biography, Crime, Drama",tt1355631,127.0,7.0,21011110,15425870,25000000.0,2016-07-13,10.852
1072,About Time,"Comedy, Drama, Fantasy",tt2194499,123.0,7.8,87100449,15322921,12000000.0,2013-08-16,19.218
1073,And So It Goes,"Comedy, Drama, Romance",tt2465146,94.0,5.8,25312387,15155772,18000000.0,2014-07-20,9.569
1074,Killing Them Softly,"Crime, Drama, Thriller",tt1764234,97.0,6.2,37930465,15026056,15000000.0,2012-07-30,11.165
1075,Seven Psychopaths,"Comedy, Crime",tt1931533,110.0,7.2,32226382,15024049,15000000.0,2012-09-07,19.997
1077,Judy Moody and the Not Bummer Summer,"Comedy, Family",tt1547230,91.0,4.3,15691640,15000994,20000000.0,2011-06-10,5.535
1078,If Beale Street Could Talk,"Drama, Romance",tt7125860,119.0,7.2,20596567,14915773,12000000.0,2018-12-14,13.796
1079,Step Up All In,"Drama, Music, Romance",tt2626350,112.0,6.0,86165646,14904384,45000000.0,2014-07-16,14.488
1080,Keeping Up with the Joneses,"Action, Comedy",tt2387499,105.0,5.9,29918745,14896798,40000000.0,2016-10-20,13.884
1081,The Prodigy,"Horror, Thriller",tt4504044,92.0,5.9,21150265,14856291,6000000.0,2019-02-06,14.278
1082,The Girl in the Spider's Web,"Action, Crime, Drama",tt5177088,115.0,6.1,35164920,14841338,43000000.0,2018-10-25,16.364
1083,The Possession of Hannah Grace,"Horror, Mystery, Thriller",tt5734576,86.0,5.2,43016528,14837422,7700000.0,2018-11-29,14.05
1085,Room,"Drama, Thriller",tt3170832,118.0,8.2,35401758,14677674,6000000.0,2015-10-16,20.571
1086,It Follows,"Horror, Mystery, Thriller",tt3235888,100.0,6.9,21528593,14673301,2000000.0,2015-02-04,29.459
1087,My Soul to Take,"Horror, Mystery, Thriller",tt0872230,107.0,4.8,21500813,14637490,25000000.0,2010-10-08,10.474
1088,Beyond the Lights,"Drama, Music, Romance",tt3125324,116.0,6.9,14618727,14618727,7000000.0,2014-09-10,7.125
1089,My Week with Marilyn,"Biography, Drama",tt1655420,99.0,7.0,35057696,14600347,6400000.0,2011-11-23,10.81
1091,Big Eyes,"Biography, Crime, Drama",tt1126590,106.0,7.0,29253166,14479776,10000000.0,2014-12-24,10.583
1093,"Hello, My Name Is Doris","Comedy, Drama, Romance",tt3766394,90.0,6.6,14659448,14443077,1000000.0,2015-11-27,7.552
1094,American Ultra,"Action, Comedy",tt3316948,96.0,6.1,27262374,14434604,28000000.0,2015-08-19,12.668
1095,Woodlawn,"Drama, Sport",tt4183692,123.0,6.5,14401617,14393862,12000000.0,2015-10-15,7.882999999999999
1096,Lockout,"Action, Adventure, Sci-Fi",tt1592525,95.0,6.1,32948113,14326864,20000000.0,2012-04-12,15.172
1097,Wish Upon,"Drama, Fantasy, Horror",tt5322012,90.0,5.0,23468586,14301505,12000000.0,2017-07-07,13.219
1098,Criminal,"Action, Sci-Fi, Thriller",tt3014866,113.0,6.3,38803993,14268533,31500000.0,2016-04-07,12.671
1099,The Edge of Seventeen,"Comedy, Drama",tt1878870,104.0,7.3,19370020,14260193,9000000.0,2016-11-18,14.435
1100,Spring Breakers,"Crime, Drama",tt2101441,94.0,5.3,31724284,14123773,5000000.0,2013-01-24,8.687999999999999
1101,Borg vs. McEnroe,"Biography, Drama, Sport",tt5727282,107.0,7.0,3430165,14113354,7500000.0,2017-09-06,11.047
1103,Love & Friendship,"Comedy, Drama, Romance",tt3068194,90.0,6.4,21401949,14013564,3000000.0,2016-05-26,10.008
1104,What's Your Number?,"Comedy, Romance",tt0770703,106.0,6.1,30426096,14008193,20000000.0,2011-09-30,10.456
1105,Jackie,"Biography, Drama, History",tt1619029,100.0,6.7,24270399,13958679,9000000.0,2016-12-02,12.943
1106,One Day,"Drama, Romance",tt1563738,107.0,7.0,59389433,13843771,15000000.0,2011-03-02,17.738
1108,Repo Men,"Action, Sci-Fi, Thriller",tt1053424,111.0,6.3,18409891,13794835,32000000.0,2010-03-18,13.224
1109,Sin City: A Dame to Kill For,"Action, Crime, Thriller",tt0458481,102.0,6.5,39407616,13757804,65000000.0,2014-08-20,29.629
1110,Hit and Run,"Action, Comedy",tt2097307,100.0,6.1,16816647,13746550,2000000.0,2012-08-22,10.4
1111,Warrior,"Drama, Sport",tt1291584,140.0,8.2,23308615,13657115,25000000.0,2011-09-09,14.817
1112,Burnt,"Comedy, Drama",tt2503944,101.0,6.6,36606743,13650738,20000000.0,2015-10-02,21.039
1114,Eighth Grade,"Comedy, Drama",tt7014006,93.0,7.5,14347433,13539709,2000000.0,2018-01-19,14.617
1115,Dredd,"Action, Crime, Sci-Fi",tt1343727,95.0,7.1,41037742,13414714,50000000.0,2012-09-07,19.537
1117,Labor Day,"Drama, Romance, Thriller",tt1967545,111.0,6.9,20275812,13362308,18000000.0,2013-12-27,10.785
1118,The Tree of Life,"Drama, Fantasy",tt0478304,139.0,6.8,58409247,13303319,32000000.0,2011-05-18,10.418
1119,Inside Llewyn Davis,"Comedy, Drama, Music",tt2042568,104.0,7.5,32935319,13235319,11000000.0,2013-10-13,13.314
1120,The Intouchables,"Biography, Comedy, Drama",tt1675434,112.0,8.5,426588510,13182281,13000000.0,2011-11-02,27.23
1122,Playing for Keeps,"Comedy, Romance, Sport",tt1540128,105.0,5.7,30962335,13101142,35000000.0,2012-11-29,10.511
1123,The Rum Diary,"Comedy, Drama",tt0376136,119.0,6.2,30134958,13100042,45000000.0,2011-10-13,10.78
1124,Hillary's America: The Secret History of the Democratic Party,"Documentary, Biography, History",tt5646136,106.0,5.4,13099931,13096535,5000000.0,2016-07-15,6.81
1125,Whiplash,"Drama, Music",tt2582802,106.0,8.5,48982041,13092000,3300000.0,2014-10-10,37.72
1129,Beasts of the Southern Wild,"Adventure, Drama, Fantasy",tt2125435,93.0,7.3,21107746,12795746,1800000.0,2012-06-29,9.13
1132,The Darkest Minds,"Action, Adventure, Drama",tt4073790,104.0,5.7,41142379,12695691,34000000.0,2018-07-25,15.356
1133,Battle of the Sexes,"Biography, Comedy, Drama",tt4622512,121.0,6.7,18598607,12638526,25000000.0,2017-09-05,12.944
1134,Triple 9,"Action, Crime, Thriller",tt1712261,115.0,6.3,23177948,12626905,20000000.0,2016-02-19,11.153
1135,Silent House,"Drama, Horror, Mystery",tt1767382,86.0,5.3,16527747,12555230,2000000.0,2011-01-21,6.915
1137,The Light Between Oceans,"Drama, Romance",tt2547584,133.0,7.2,25975621,12545979,20000000.0,2016-09-02,10.016
1140,People Like Us,"Comedy, Drama",tt1716777,114.0,7.1,12558931,12412386,16000000.0,2012-06-29,10.24
1141,Dangal,"Action, Biography, Drama",tt5074352,161.0,8.5,303723636,12391761,10400000.0,2016-12-21,11.058
1143,Hot Tub Time Machine 2,"Comedy, Mystery, Sci-Fi",tt2637294,93.0,5.1,13081651,12282677,14000000.0,2015-02-20,13.191
1144,Self/less,"Action, Mystery, Sci-Fi",tt2140379,117.0,6.5,31807156,12276810,26000000.0,2015-07-10,22.372
1145,Before I Fall,"Drama, Fantasy, Mystery",tt1691916,98.0,6.4,16373843,12230791,5000000.0,2017-03-02,14.345999999999998
1147,The 33,"Biography, Drama, History",tt2006295,127.0,6.9,27972023,12188642,25000000.0,2015-08-06,9.185
1149,Let Me In,"Drama, Fantasy, Horror",tt1228987,116.0,7.1,27093592,12134420,20000000.0,2010-10-01,11.64
1150,Foxcatcher,"Biography, Drama, Sport",tt1100089,134.0,7.0,19206513,12096300,24000000.0,2014-05-19,12.663
1151,The Last Stand,"Action, Thriller",tt1549920,107.0,6.4,48330757,12050299,30000000.0,2013-01-12,12.397
1153,Upgrade,"Action, Horror, Sci-Fi",tt6499752,100.0,7.6,16593554,11977130,5000000.0,2018-06-01,20.675
1154,"Roman J. Israel, Esq.","Crime, Drama, Thriller",tt6000478,122.0,6.4,13025860,11962712,22000000.0,2017-11-17,12.169
1156,Glee: The 3D Concert Movie,"Documentary, Music",tt1922612,84.0,5.4,18663238,11860839,9000000.0,2011-08-11,10.62
1157,Extraordinary Measures,Drama,tt1244659,106.0,6.5,15134293,11854694,31000000.0,2010-01-21,8.906
1158,Padmaavat,"Drama, History, Romance",tt5935704,164.0,7.0,22991060,11846060,31000000.0,2018-01-25,8.482000000000001
1159,Fifty Shades of Black,Comedy,tt4667094,92.0,3.5,22227514,11675178,20000000.0,2016-01-28,11.921
1161,The Conspirator,"Crime, Drama, History",tt0968264,122.0,6.9,15623183,11538204,25000000.0,2010-09-10,9.529
1163,The Words,"Drama, Mystery, Romance",tt1840417,102.0,7.1,15950164,11494838,6000000.0,2012-09-07,11.283
1164,Out of the Furnace,"Action, Crime, Drama",tt1206543,116.0,6.8,15660668,11326836,22000000.0,2013-12-06,13.761
1168,The Danish Girl,"Biography, Drama, Romance",tt0810819,119.0,7.1,64191523,11114018,15000000.0,2015-01-01,18.78
1169,Dead Awake,"Horror, Thriller",tt1501652,93.0,4.5,21675,11108321,3500000.0,2010-12-03,4.128
1170,Hell Fest,"Horror, Thriller",tt1999890,89.0,5.5,18159691,11107431,5500000.0,2018-09-27,13.017
1171,Café Society,"Comedy, Drama, Romance",tt4513674,96.0,6.6,43763247,11103205,30000000.0,2016-05-11,11.982
1172,Pride and Prejudice and Zombies,"Action, Comedy, Fantasy",tt1374989,108.0,5.8,16457494,10907291,28000000.0,2016-02-04,13.181
1174,Welcome to Marwen,"Biography, Comedy, Drama",tt3289724,116.0,6.1,13061491,10763520,39000000.0,2018-12-21,11.088
1175,The Darkness,"Horror, Thriller",tt1878841,92.0,4.4,10898293,10732841,4000000.0,2016-05-13,10.162
1176,Belle,"Biography, Drama, Romance",tt2404181,100.0,7.4,16607575,10726630,10900000.0,2013-05-01,9.083
1177,The Drop,"Crime, Drama, Thriller",tt1600196,106.0,7.1,18658381,10724389,12600000.0,2014-09-12,19.647
1178,Drive Angry,"Action, Fantasy, Thriller",tt1502404,104.0,5.4,40909909,10706786,50000000.0,2011-02-24,15.627
1179,The Gunman,"Action, Crime, Drama",tt2515034,115.0,5.8,24177137,10640645,40000000.0,2015-02-16,11.659
1180,Nocturnal Animals,"Drama, Thriller",tt4550098,116.0,7.5,30311857,10639114,22500000.0,2016-11-04,14.890999999999998
1181,PK,"Comedy, Drama, Fantasy",tt2338151,153.0,8.2,100370104,10616104,13000000.0,2014-12-18,10.967
1182,The Beguiled,"Drama, Thriller",tt5592248,93.0,6.3,27869129,10576669,10500000.0,2017-06-23,13.56
1183,Jonah Hex,"Action, Drama, Fantasy",tt1075747,81.0,4.7,10903312,10539414,47000000.0,2010-06-18,13.686
1185,Sabotage,"Action, Drama, Thriller",tt1742334,109.0,5.7,22126842,10508518,35000000.0,2014-03-28,12.818
1186,Magic in the Moonlight,"Comedy, Drama, Romance",tt2870756,97.0,6.6,51029361,10506939,16800000.0,2014-07-25,8.004
1187,Getaway,"Action, Crime, Thriller",tt2167202,90.0,4.4,11806432,10494494,18000000.0,2013-08-29,11.655
1188,Moms' Night Out,Comedy,tt3014666,98.0,5.5,10536956,10429707,5000000.0,2014-03-25,8.491
1189,Live by Night,"Action, Crime, Drama",tt2361317,129.0,6.4,22678555,10377558,108000000.0,2016-12-25,13.843
1190,Straw Dogs,"Action, Drama, Thriller",tt0999913,110.0,5.8,11168712,10324441,25000000.0,2011-09-16,10.832
1192,Unfinished Business,"Comedy, Drama",tt2358925,91.0,5.4,14431253,10214013,35000000.0,2015-03-05,9.291
1193,The Best of Enemies,"Biography, Drama, History",tt4807408,133.0,6.8,10209813,10205616,10000000.0,2019-04-05,18.616
1194,Win Win,"Comedy, Drama, Sport",tt1606392,106.0,7.2,11789613,10179275,10831173.0,2011-03-18,7.978
1195,The Belko Experiment,"Horror, Thriller",tt1082807,89.0,6.1,11084630,10164675,5000000.0,2016-03-17,11.616
1197,Prom,"Comedy, Drama, Family",tt1604171,104.0,5.4,10702246,10130219,8000000.0,2011-04-29,11.201
1198,Marshall,"Biography, Crime, Drama",tt5301662,118.0,7.2,10116816,10051659,12000000.0,2017-10-13,8.957
1199,The Lady in the Van,"Biography, Comedy, Drama",tt3722070,104.0,6.7,41387687,10017675,6000000.0,2015-11-13,9.08
1200,Blue Valentine,"Drama, Romance",tt1120985,112.0,7.4,14892418,9737892,3500000.0,2010-12-16,16.007
1201,I Don't Know How She Does It,"Comedy, Romance",tt1742650,89.0,4.9,31410151,9659074,24000000.0,2011-09-16,9.134
1206,Fair Game,"Biography, Drama, Thriller",tt0977855,108.0,6.8,25798915,9528092,22000000.0,2010-05-20,9.763
1207,Bullet to the Head,"Action, Crime, Thriller",tt1308729,92.0,5.7,21947209,9483821,55000000.0,2013-01-31,12.424
1209,Rock Dog,"Animation, Adventure, Comedy",tt2822672,90.0,5.9,23157646,9404922,60000000.0,2016-07-08,12.379
1210,Fun Size,"Adventure, Comedy",tt1663143,86.0,5.4,11417362,9402410,14000000.0,2012-10-24,9.113
1212,Hardcore Henry,"Action, Adventure, Sci-Fi",tt3072482,96.0,6.7,16810562,9252038,10000000.0,2015-09-12,11.238
1214,Bernie,"Biography, Comedy, Crime",tt1704573,99.0,6.8,10090641,9203192,5000000.0,2012-04-27,8.537
1215,Traffik,"Action, Crime, Drama",tt5670152,96.0,6.0,9515914,9186156,4000000.0,2018-04-20,13.702
1216,Peeples,"Comedy, Romance",tt1699755,95.0,5.3,9307166,9123834,15.0,2013-05-09,5.086
