,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget,release_date,popularity
1775,Marley,"Documentary, Biography, Music",tt1183919,144.0,8.0,3842919,1413480,0.0,2012-04-20,10.017999999999999
1776,99 Homes,Drama,tt2891174,112.0,7.1,1828232,1410915,8000000.0,2014-10-09,8.411
1777,Wonder Wheel,Drama,tt5825380,101.0,6.2,15889124,1403237,25000000.0,2017-12-01,14.685
1778,The Wedding Plan,"Comedy, Romance",tt5991206,110.0,6.5,1542345,1398498,0.0,2016-12-25,2.55
1779,Dear Zindagi,"Drama, Romance",tt5946128,151.0,7.6,3199581,1397133,4300000.0,2016-11-23,6.861000000000001
1780,El Chicano,Drama,tt7374952,108.0,5.7,1404646,1394555,0.0,2019-05-03,4.98
1781,Saving Private Perez,"Adventure, Comedy, Western",tt0461336,105.0,6.0,9330465,1391770,0.0,2011-03-18,2.126
1782,The Kid with a Bike,Drama,tt1827512,87.0,7.4,7011798,1384749,0.0,2011-05-18,8.206
1783,Andhadhun,"Crime, Thriller",tt8108198,139.0,8.5,49391206,1373943,4500000.0,2018-10-05,9.332
1784,I'm So Excited!,Comedy,tt2243389,90.0,5.6,21245677,1367846,5000000.0,2013-03-08,9.516
1785,Bodyguard,Comedy,tt1585558,152.0,6.7,4690492,1361790,0.0,2010-01-22,1.2790000000000001
1786,Locke,Drama,tt2692904,85.0,7.1,5090608,1361423,2000000.0,2014-04-10,12.883
1787,Gimme Shelter,Drama,tt1657510,101.0,6.5,1362018,1359563,7500000.0,2013-10-17,7.723
1788,Force Majeure,"Comedy, Drama",tt2121382,120.0,7.3,4094339,1358561,0.0,2014-08-15,8.801
1789,Genius,"Biography, Drama",tt1703957,104.0,6.6,7435006,1358018,0.0,2016-06-10,12.544
1790,Fan,"Action, Drama, Thriller",tt3365888,90.0,5.8,28240000,1357212,0.0,2015-11-02,0.6
1791,The Devil's Double,"Biography, Drama, Thriller",tt1270262,109.0,7.1,5728213,1357042,19100000.0,2011-02-11,9.078
1792,My Friend Dahmer,"Biography, Drama",tt2291540,107.0,6.3,1436751,1355664,0.0,2017-11-03,7.407
1793,The Cokeville Miracle,"Drama, Family, History",tt3877296,94.0,5.1,1348456,1348625,0.0,2015-06-05,4.195
1794,Snow Flower and the Secret Fan,"Drama, History",tt1541995,104.0,6.1,11348205,1348205,134005.0,2011-07-15,4.873
1795,Wadjda,"Comedy, Drama",tt2258858,98.0,7.5,6499169,1347578,0.0,2012-08-31,6.5760000000000005
1796,The Salt of the Earth,"Documentary, Biography, History",tt3674140,110.0,8.4,5412189,1343349,0.0,2014-09-27,5.585
1797,102 Not Out,"Comedy, Drama",tt6580564,102.0,7.5,16758596,1339909,0.0,2018-05-04,2.591
1798,Certified Copy,"Drama, Romance",tt1020773,106.0,7.3,7736632,1337384,0.0,2010-05-18,6.946000000000001
1799,The Neon Demon,"Horror, Thriller",tt1974419,117.0,6.2,3377430,1333124,7000000.0,2016-06-08,15.264000000000001
1800,Restrepo,"Documentary, Biography, War",tt1559549,93.0,7.5,1436391,1330894,0.0,2010-06-25,8.586
1801,Embrace of the Serpent,"Adventure, Drama",tt4285496,125.0,7.9,3217176,1329249,1400000.0,2015-05-25,6.972
1802,Chasing Ice,"Documentary, Biography",tt1579361,75.0,7.8,1358668,1328467,0.0,2012-10-01,7.103
1803,The Bookshop,Drama,tt3127022,113.0,6.5,12055868,1328001,3582070.0,2017-11-10,9.2
1804,The Ultimate Life,"Drama, Romance",tt1778924,105.0,5.9,1327841,1326059,0.0,2013-09-06,3.826
1805,The Dinner,"Crime, Drama, Thriller",tt2352230,88.0,6.0,2544921,1322839,0.0,2013-11-07,1.712
1806,Baaghi 2,"Action, Thriller",tt6843812,137.0,5.0,33139063,1319579,0.0,2018-03-30,4.033
1807,Another Earth,"Drama, Romance, Sci-Fi",tt1549572,92.0,7.0,1938783,1316074,100000.0,2011-07-22,11.591
1808,Iris,"Documentary, Biography, History",tt1606618,85.0,5.8,1620708,1310229,0.0,2011-08-26,0.6
1809,Personal Shopper,"Drama, Mystery, Thriller",tt4714782,105.0,6.1,2840408,1305195,6000000.0,2016-10-19,11.834000000000001
1810,Never Look Away,"Biography, Drama, Romance",tt5311542,189.0,7.7,5160654,1304042,0.0,2018-10-03,12.017999999999999
1811,Lost in Hong Kong,"Action, Adventure, Comedy",tt4242158,114.0,5.4,256283912,1302281,0.0,2015-09-25,3.739
1812,The Wolfpack,"Documentary, Biography",tt2415458,90.0,7.0,1414140,1301696,0.0,2015-06-12,6.979
1813,The Kings of Summer,"Adventure, Comedy, Drama",tt2179116,95.0,7.2,1501595,1290312,0.0,2013-01-19,10.728
1814,Churchill,"Biography, Drama, History",tt2674454,105.0,6.3,6724365,1281258,10000000.0,2017-05-25,10.106
1815,'71,"Action, Crime, Drama",tt2614684,99.0,7.2,3062178,1268760,11000000.0,2014-10-10,12.304
1816,McQueen,"Documentary, Biography",tt6510332,111.0,7.9,2739246,1257275,0.0,2018-06-08,8.883
1817,The Seagull,"Comedy, Drama, Romance",tt4682136,98.0,5.7,1820461,1252960,0.0,2018-05-11,5.196000000000001
1818,An Interview with God,"Drama, Mystery",tt5779372,97.0,5.7,2251795,1251044,0.0,2018-08-20,9.582
1819,Mohenjo Daro,"Action, Adventure, Drama",tt3859980,155.0,5.8,1630231,1250765,17000000.0,2016-08-11,5.997999999999999
1820,"For a Good Time, Call...",Comedy,tt1996264,85.0,6.0,1386088,1243961,850000.0,2012-08-31,9.184
1821,3 idiotas,"Comedy, Family",tt3685624,106.0,4.2,7738470,1239307,0.0,2017-04-02,3.253
1822,Take This Waltz,"Comedy, Drama",tt1592281,116.0,6.6,4965950,1237514,0.0,2011-11-25,8.542
1823,The Sense of an Ending,"Drama, Mystery",tt4827986,108.0,6.3,5081495,1235432,0.0,2017-03-10,9.054
1824,The Invisible Woman,"Biography, Drama, History",tt1700845,111.0,6.2,3986888,1234254,0.0,2013-12-25,7.65
1825,Singham Returns,"Action, Drama",tt2309764,142.0,5.7,1974745,1231550,0.0,2014-08-15,2.887
1826,Beyond the Mask,"Action, Adventure, Drama",tt2433040,103.0,5.0,1236094,1231025,0.0,2015-04-06,5.0489999999999995
1827,Steve McQueen: American Icon,"Documentary, Biography",tt7424358,120.0,7.3,1229782,1229782,0.0,2017-09-29,1.4
1828,High Life,"Adventure, Drama, Horror",tt4827558,113.0,6.0,2133033,1225852,8933400.0,2018-11-07,10.716
1829,Mandy,"Action, Fantasy, Horror",tt4995858,113.0,4.1,1335484,1214525,0.0,2016-01-24,2.5869999999999997
1830,Beautifully Broken,Drama,tt5645932,108.0,5.6,1271572,1207813,0.0,2018-08-24,1.9040000000000001
1831,Child 44,"Crime, Drama, History",tt1014763,137.0,6.5,12951093,1206135,50000000.0,2015-03-15,19.937
1832,Inequality for All,Documentary,tt2215151,89.0,8.1,1205273,1205079,0.0,2013-01-19,8.13
1833,The Women's Balcony,"Comedy, Drama",tt5974460,96.0,6.6,1272517,1200885,0.0,2016-09-29,2.104
1834,All Is True,"Biography, Drama, History",tt9206798,101.0,5.9,3019143,1200481,0.0,2018-12-21,6.777
1835,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest","Documentary, Music",tt1613023,97.0,7.7,1200326,1200046,0.0,2011-07-08,8.006
1836,33 & Beyond: The Royal Art of Freemasonry,Documentary,tt5265492,90.0,8.8,16533,1200000,0.0,2017-10-13,1.4
1837,As Good as Dead,"Crime, Thriller",tt1294136,100.0,5.2,55618,1200000,0.0,2010-01-25,3.7239999999999998
1838,Kill the Irishman,"Biography, Crime, Drama",tt1416801,106.0,7.1,1188194,1187711,0.0,2011-03-10,9.758
1839,Dylan Dog: Dead of Night,"Action, Comedy, Crime",tt1013860,107.0,5.1,5782515,1183354,20000000.0,2011-03-16,10.383
1840,Ek Ladki Ko Dekha Toh Aisa Laga,"Comedy, Drama, Romance",tt8108164,120.0,5.5,3531837,1182636,0.0,2019-02-01,4.5360000000000005
1841,Repentance,"Drama, Horror, Thriller",tt2012665,90.0,4.8,1194961,1179327,5000000.0,2014-02-28,5.025
1842,Persecuted,"Action, Drama, Mystery",tt1761005,91.0,3.6,1558836,1175045,0.0,2014-05-09,3.772
1843,Black Sea,"Adventure, Drama, Thriller",tt2261331,114.0,6.4,3758103,1171559,0.0,2014-12-05,10.006
1844,The Remaining,"Drama, Horror, Mystery",tt2714380,88.0,4.3,2297261,1169603,0.0,2014-08-25,7.947
1845,Goodnight Mommy,"Horror, Mystery, Thriller",tt3086442,99.0,6.7,2193474,1168902,0.0,2014-10-07,15.205
1846,Housefull,Comedy,tt1573072,144.0,5.5,2340550,1165104,0.0,2010-04-30,5.175
1847,The Lords of Salem,"Horror, Thriller",tt1731697,101.0,5.1,1544989,1163508,1500000.0,2012-09-10,11.507
1848,Lean on Pete,Drama,tt5340300,121.0,7.2,2443584,1163056,8000000.0,2018-04-06,11.847999999999999
1849,Miss You Already,"Comedy, Drama, Romance",tt2245003,112.0,6.8,7573997,1162653,0.0,2015-09-12,10.276
1850,Romeo & Juliet,"Drama, Romance",tt1645131,113.0,5.8,2966268,1161089,0.0,2013-09-12,10.269
1851,The Other Son,Drama,tt2073016,105.0,7.4,3820405,1160773,0.0,2012-04-02,4.22
1852,The Trip to Spain,"Comedy, Drama",tt6193424,108.0,6.6,1988841,1157604,0.0,2017-08-31,5.54
1853,Housefull 3,"Action, Comedy",tt4559046,140.0,5.2,1944262,1157163,0.0,2016-06-03,4.87
1854,Still Mine,Drama,tt2073086,102.0,7.4,1552730,1154466,0.0,2012-09-10,4.918
1855,Ek Main Aur Ekk Tu,"Comedy, Drama, Romance",tt1703958,110.0,5.8,2293823,1153360,0.0,2012-02-10,3.353
1856,Lazer Team,"Action, Comedy, Sci-Fi",tt3864024,102.0,5.6,1406538,1149878,2480421.0,2016-01-27,6.635
1857,Step,Documentary,tt5758404,84.0,6.8,1152839,1146292,0.0,2017-07-28,5.605
1858,Dough,"Comedy, Drama",tt1517471,94.0,6.2,1647429,1142315,0.0,2015-04-14,4.226
1859,Lady Macbeth,"Drama, Romance",tt4291600,89.0,6.8,5401447,1129408,0.0,2016-12-12,11.347999999999999
1860,The Deep Blue Sea,"Drama, Romance",tt1700844,98.0,6.3,3115609,1124786,0.0,2011-09-11,8.245
1861,Kai po che!,"Drama, Sport",tt2213054,120.0,7.6,1435272,1122527,0.0,2013-02-13,4.876
1862,Hector and the Search for Happiness,"Adventure, Comedy, Drama",tt1626146,120.0,7.0,6337728,1121961,0.0,2014-08-14,8.951
1863,The Whistleblower,"Biography, Crime, Drama",tt0896872,112.0,7.2,1870392,1120914,0.0,2010-09-13,9.917
1864,Papa Hemingway in Cuba,"Biography, Drama",tt2749282,110.0,6.2,1117399,1115516,0.0,2015-11-19,3.378
1865,The Rover,"Action, Crime, Drama",tt2345737,103.0,6.4,2510007,1109199,12250000.0,2014-05-18,8.463
1866,Macbeth,"Drama, History, War",tt1843204,170.0,6.7,16322067,1108247,0.0,2011-06-13,2.677
1867,Viceroy's House,"Biography, Drama, History",tt4977530,106.0,6.7,11868221,1105717,0.0,2017-03-03,9.417
1868,Red State,"Action, Crime, Horror",tt0873886,88.0,6.2,1874460,1104682,4000000.0,2011-08-19,9.343
1869,The Insanity of God,Documentary,tt4273630,,8.1,1102525,1100000,0.0,2016-08-30,1.722
1870,First Position,Documentary,tt2008513,95.0,7.6,1730824,1100000,0.0,2011-09-11,3.792
1871,Where Hope Grows,"Drama, Family",tt3200980,95.0,6.6,1159072,1098544,0.0,2014-04-06,5.532
1872,Made in Dagenham,"Biography, Comedy, Drama",tt1371155,113.0,7.2,12629471,1094798,7200000.0,2010-09-11,8.443999999999999
1873,Leviathan,"Crime, Drama",tt2332522,87.0,6.6,4439481,1092800,0.0,2012-08-09,5.794
1875,Rustom,"Crime, Drama, Thriller",tt5165344,148.0,7.1,1658594,1087419,1000000.0,2016-08-12,5.2379999999999995
1876,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"Adventure, Comedy",tt2113681,114.0,7.1,51167572,1083762,9250000.0,2013-12-25,9.527000000000001
1877,Woman Thou Art Loosed: On the 7th Day,Drama,tt1996346,101.0,5.0,1213128,1082299,0.0,2012-04-13,3.135
1878,The Dawn Wall,"Documentary, Biography, Sport",tt7286916,100.0,8.1,112191,1082223,0.0,2018-10-04,9.732999999999999
1879,Tees Maar Khan,"Comedy, Crime",tt1572311,135.0,2.6,2454414,1076266,0.0,2010-12-24,3.988
1880,Timbuktu,"Drama, War",tt3409392,97.0,7.2,7179391,1076075,0.0,2014-12-10,5.523
1881,Page One: Inside the New York Times,Documentary,tt1787777,92.0,6.9,1077982,1067028,0.0,2011-04-29,6.147
1882,Desi Boyz,"Comedy, Drama",tt1985981,122.0,5.9,2355293,1066167,0.0,2011-11-25,4.407
1883,There Be Dragons,"Biography, Drama, War",tt1316616,122.0,5.8,4372642,1065439,0.0,2011-03-25,6.957000000000001
1884,What Maisie Knew,Drama,tt1932767,99.0,7.5,2711379,1065000,6000000.0,2013-05-02,8.636000000000001
1885,The Oogieloves in the Big Balloon Adventure,"Adventure, Family, Fantasy",tt1520498,88.0,6.0,1065907,1064277,0.0,2012-08-29,4.6530000000000005
1886,The Innocents,"Drama, History",tt4370784,115.0,7.3,7400324,1063893,0.0,2016-02-10,8.959
1887,50 to 1,Drama,tt1777595,110.0,6.6,1064454,1063723,10000000.0,2014-03-21,5.267
1888,Thanks for Sharing,"Comedy, Drama, Romance",tt1932718,112.0,6.4,3499442,1059239,0.0,2013-09-19,9.668
1889,Animal Kingdom,"Crime, Drama",tt1313092,113.0,7.3,7208231,1044039,5000000.0,2010-06-03,10.333
1890,Luka Chuppi,"Comedy, Romance",tt8908002,126.0,6.4,1923586,1042905,0.0,2019-03-01,5.562
1891,In Darkness,"Drama, War",tt1417075,145.0,7.3,9661759,1041455,0.0,2011-09-15,6.185
1892,Casino Jack,"Biography, Comedy, Crime",tt1194417,108.0,6.2,1209709,1039869,12500000.0,2010-09-16,10.129
1893,The Souvenir,"Drama, Mystery, Romance",tt6920356,120.0,7.0,1719157,1036737,0.0,2019-05-17,9.277999999999999
1894,Wonderstruck,Drama,tt5208216,116.0,6.2,3285916,1033632,0.0,2017-10-13,7.41
1895,Certain Women,"Comedy, History",tt4468634,107.0,6.3,1526698,1032942,2000000.0,2016-09-25,10.097999999999999
1896,Elvis & Nixon,"Biography, Drama, Romance",tt2093991,86.0,6.4,1798432,1031598,0.0,2016-03-22,8.543
1897,Kill Your Darlings,Drama,tt1311071,104.0,6.5,1877924,1029949,1030064.0,2013-09-19,10.331
1898,Wildlife,"Drama, Mystery, Thriller",tt2245970,115.0,6.8,3321367,1028993,0.0,2012-07-21,0.809
1899,Buried,Documentary,tt1462758,95.0,7.0,19439764,1028658,1987650.0,2010-09-24,13.280999999999999
1900,Cocktail,"Biography, Drama, Romance",tt1821373,111.0,7.2,2724695,1027121,0.0,2010-10-22,1.597
1901,Film Stars Don't Die in Liverpool,"Action, Adventure, Comedy",tt5711148,105.0,6.7,4047917,1026124,10000000.0,2017-11-17,8.476
1902,Attack the Block,"Action, Drama, History",tt1478964,88.0,6.7,6206022,1024175,14350531.0,2011-05-12,10.146
1903,Battle for Incheon: Operation Chromite,"Crime, Mystery, Thriller",tt4939066,111.0,6.2,2749918,1022720,12700000.0,2016-07-27,7.767
1904,Money,"Drama, Romance",tt2935516,90.0,6.7,155732,1021960,0.0,2017-09-27,1.5090000000000001
1906,Third Person,Drama,tt2343793,137.0,6.4,2624761,1019038,28000000.0,2013-09-09,9.552999999999999
1907,Guzaarish,Documentary,tt1438298,126.0,7.5,2043580,1017335,0.0,2010-11-16,4.426
1908,Awake: The Life of Yogananda,Drama,tt3741860,87.0,7.3,1891918,1017328,0.0,2014-10-10,3.8160000000000003
1909,Columbus,"Comedy, Drama, Romance",tt5203734,127.0,7.3,1093077,1017107,0.0,2015-10-22,1.208
1910,The Hollars,"Animation, Adventure, Drama",tt3714720,88.0,6.6,1138609,1016872,3800000.0,2016-08-25,8.467
1911,Yu-Gi-Oh!: The Dark Side of Dimensions,Comedy,tt4273562,130.0,7.1,7445186,1015339,0.0,2016-04-23,9.854
1912,Stalingrad,"Action, Comedy, Fantasy",tt1966566,131.0,5.6,68316452,1013945,30000000.0,2013-10-09,0.6
1913,5 Flights Up,Drama,tt2933544,88.0,6.2,3679847,1013061,6000000.0,2014-09-05,7.98
1914,Short Term 12,"Action, Crime, Drama",tt2370248,96.0,8.0,1645164,1010414,0.0,2013-08-23,9.521
1915,The Song,"Comedy, Romance",tt2517044,116.0,6.0,1009620,1009620,0.0,2014-09-26,7.234
1916,Big Stone Gap,"Drama, Romance",tt3254796,103.0,5.6,1012804,1009301,0.0,2014-10-09,5.17
1917,In a Better World,"Comedy, Drama, Romance",tt1340107,118.0,7.6,13004504,1008098,15000000.0,2010-08-26,8.111
1918,Damsels in Distress,"Drama, Mystery, Thriller",tt1667307,99.0,5.7,1314358,1007535,0.0,2012-04-06,8.514
1919,Enemy,Drama,tt2316411,91.0,6.9,3468224,1007088,0.0,2013-12-31,12.706
1920,1945,"Biography, Crime, Drama",tt5815492,91.0,7.2,1240663,1006193,1669597.0,2017-04-20,2.93
1921,Unconditional,Drama,tt1758610,92.0,7.2,1034448,1005800,2000000.0,2012-09-21,5.61
1922,Ginger & Rosa,"Documentary, Biography",tt2115295,90.0,6.3,1674776,1005700,0.0,2012-09-07,8.277000000000001
1923,Diana Vreeland: The Eye Has to Travel,"Biography, Drama",tt2053352,86.0,7.5,1721472,1004821,0.0,2012-09-21,5.223
1924,Nothing to Lose,"Animation, Drama, Family",tt6910020,134.0,6.6,36075317,1003497,0.0,2018-03-29,3.427
1925,From Up on Poppy Hill,"Documentary, Biography, Music",tt1798188,91.0,7.5,61459425,1002895,22000000.0,2011-07-16,13.181
1926,Marianne & Leonard: Words of Love,"Crime, Drama, Thriller",tt9358196,102.0,7.6,3260620,1002360,0.0,2019-07-05,6.526
1927,The Insult,"Music, News, Reality-TV",tt7048622,113.0,7.7,3601603,1001305,3000000.0,2017-09-14,5.784
1928,Little Italy,Drama,tt6957966,102.0,5.7,1362536,990230,0.0,2018-08-24,9.52
1929,Faith of Our Fathers,"Drama, Music, Musical",tt1322393,96.0,3.6,1004105,986472,0.0,2015-07-01,3.045
1930,Rockstar,"Drama, Western",tt1839596,159.0,7.7,1651601,985912,10920000.0,2011-11-11,7.136
1931,Meek's Cutoff,Drama,tt1518812,104.0,6.6,1205257,977600,0.0,2010-09-05,9.556000000000001
1932,The Beaver,"Crime, Drama",tt1321860,91.0,6.7,7294800,970816,21000000.0,2011-02-11,8.712
1933,Rampart,"Drama, Romance, War",tt1640548,108.0,5.8,1543613,969239,12000000.0,2011-11-23,8.383
1934,Lore,"Comedy, Drama, War",tt1996310,109.0,7.1,2362019,968879,0.0,2012-08-02,7.117000000000001
1935,Last Flag Flying,"Action, Comedy, Drama",tt6018306,125.0,6.9,1872950,965481,0.0,2017-11-03,8.482000000000001
1936,Lucky,Documentary,tt1159712,87.0,6.8,2728446,955925,0.0,2010-01-24,3.489
1937,Faces Places,"Action, Crime",tt5598102,94.0,7.9,3998450,953717,0.0,2017-06-28,7.0889999999999995
1938,Landline,"Comedy, Drama",tt5737862,97.0,6.4,940854,940854,0.0,2017-07-21,6.397
1939,Dark Horse,"Biography, Crime, Drama",tt1690455,86.0,5.9,90136,940430,0.0,2011-09-05,6.047000000000001
1940,Neruda,"Drama, War",tt3571882,100.0,5.1,3884746,938875,0.0,2014-04-17,0.862
1941,Tubelight,"Drama, Horror",tt5882970,136.0,4.1,4650456,930058,0.0,2017-06-22,4.211
1942,The Babadook,"Comedy, Drama, Fantasy",tt2321549,94.0,6.8,10312540,924279,2000000.0,2014-05-22,15.742
1943,Masquerade,"Animation, Family, Fantasy",tt2290840,131.0,7.8,94268432,922600,0.0,2012-09-12,6.497000000000001
1944,The Red Turtle,"Action, Comedy",tt3666024,80.0,7.5,6591789,920057,0.0,2016-06-29,8.427999999999999
1945,Singh Is Bliing,Documentary,tt3696192,141.0,5.3,20224851,919095,0.0,2015-10-02,3.6319999999999997
1946,Sholem Aleichem: Laughing in the Darkness,Drama,tt1976608,93.0,6.8,906666,906666,500000.0,2012-02-24,0.84
1947,The Miseducation of Cameron Post,"Action, Crime, Drama",tt6257174,91.0,6.6,1451729,904703,900000.0,2018-07-18,12.719000000000001
1948,Haider,"Drama, Romance",tt3390572,160.0,8.1,1404307,901610,7000000.0,2014-10-02,6.0329999999999995
1949,Kedarnath,"Comedy, Drama",tt7027278,116.0,6.0,1538846,901131,0.0,2018-12-07,1.7209999999999999
1950,The Imposter,"Documentary, Biography, History",tt1966604,99.0,7.5,3001877,892409,0.0,2012-07-13,9.001
1951,Justin Bieber's Believe,"Drama, History, Romance",tt3165608,92.0,1.8,10980157,884857,0.0,2013-12-19,8.857000000000001
1952,Frantz,"Adventure, Comedy, Family",tt5029608,113.0,7.5,7478354,880474,0.0,2016-09-07,6.507999999999999
1953,Journey to the West: The Demons Strike Back,Documentary,tt5273624,109.0,5.4,247585244,880346,63300000.0,2017-01-28,5.625
1954,Toni Morrison: The Pieces I Am,Drama,tt9358206,119.0,7.1,927495,879306,0.0,2019-01-27,5.605
1955,The Cakemaker,Documentary,tt4830786,113.0,7.2,1287568,875751,0.0,2017-12-28,4.1
1956,Between Me and My Mind,"Drama, Romance",tt10026172,,8.8,875191,875191,0.0,2019-04-26,2.0069999999999997
1957,Raanjhanaa,"Documentary, Biography",tt2359810,140.0,7.6,1171761,875051,6400000.0,2013-06-21,5.647
1958,The Wildest Dream,Documentary,tt1509276,94.0,7.3,898137,873594,0.0,2010-08-06,3.031
1959,Particle Fever,Documentary,tt1385956,99.0,7.4,869838,869838,0.0,2013-06-14,7.117000000000001
1960,Let the Sunshine In,Horror,tt6423776,94.0,6.0,4192590,866714,0.0,2017-09-27,8.077
1961,Song of the Sea,Musical,tt1865505,93.0,8.1,4190670,857524,0.0,2014-09-06,10.127
1962,Strangers,"Documentary, Drama, Family",tt6096894,106.0,5.7,1615888,854757,0.0,2017-06-23,0.856
1963,Generation Iron,"Comedy, Drama, Romance",tt2205904,106.0,7.1,901649,849521,0.0,2013-09-20,9.995
1964,I Hate Luv Storys,"Adventure, Comedy, Drama",tt1667838,129.0,5.7,15719212,847993,4400000.0,2010-06-30,3.9410000000000003
1965,Mustang,Comedy,tt3966404,97.0,7.6,5274664,845464,1300000.0,2015-06-17,9.557
1966,Like Arrows,Drama,tt6495388,100.0,6.2,928265,843885,0.0,2018-05-01,1.276
1967,Atlas Shrugged: Who Is John Galt?,"Biography, Drama, Music",tt2800038,99.0,4.4,846704,830210,5000000.0,2014-09-12,5.6370000000000005
1968,Born to Be Blue,"Comedy, Drama, Romance",tt2133196,97.0,6.9,151926,830129,0.0,2015-09-13,8.727
1969,Premam,"Documentary, Biography, History",tt4679210,156.0,8.3,834525,825602,620000.0,2015-05-29,5.502000000000001
1971,Bombshell: The Hedy Lamarr Story,Drama,tt6752848,88.0,7.4,1092277,820300,0.0,2018-06-06,8.039
1972,Transit,"Documentary, Drama",tt1059836,88.0,5.8,982372,815290,5000000.0,2012-04-20,7.004
1973,Honeyland,"Drama, Family, Fantasy",tt8991268,87.0,8.5,1144673,815082,0.0,2019-07-26,9.854
1974,What If...,"Comedy, Drama, Romance",tt1468387,111.0,6.5,814906,814906,0.0,2010-08-20,4.244
1975,Sleeping with Other People,"Animation, Adventure, Drama",tt3165612,101.0,6.5,3224947,814775,0.0,2015-06-26,11.537
1976,Mirai,"Documentary, Biography",tt6900448,98.0,7.1,27526961,812794,0.0,2018-07-20,9.838
1977,13 Assassins,"Crime, Drama, Mystery",tt1436045,141.0,7.6,18689058,802524,6000000.0,2010-09-09,11.43
1978,Beast,"Drama, Music",tt1572501,83.0,5.8,1744071,800365,0.0,2011-10-15,1.891
1979,Patti Cake$,"Action, Adventure, Crime",tt6288250,109.0,6.7,1482356,800148,0.0,2017-08-18,8.074
1980,Operation Mekong,"Documentary, Biography, Mystery",tt6044910,124.0,6.6,173839072,800012,30200000.0,2016-09-30,5.909
1981,The Tillman Story,"Comedy, Romance",tt1568334,94.0,7.8,802535,798940,0.0,2010-08-22,4.312
1982,Darling Companion,"Comedy, Drama",tt1730687,103.0,5.1,1157257,793352,0.0,2012-04-20,7.369
1983,Made in India,"Comedy, Crime, Drama",tt1505349,95.0,7.1,1594164,790628,0.0,2010-01-01,0.6
1984,Thin Ice,"Animation, Action, Adventure",tt1512240,93.0,6.2,790421,789752,0.0,2012-02-17,6.468
1985,Pokémon the Movie: The Power of Us,Documentary,tt8108230,97.0,6.5,23740788,789170,0.0,2018-07-13,8.795
1986,Touch the Wall,Drama,tt2980728,101.0,7.3,12156,787325,0.0,2014-11-15,4.771
1987,Nymphomaniac: Vol. I,"Action, Comedy",tt1937390,117.0,6.9,13545832,785669,0.0,2013-12-25,2.528
1988,Ready,"Horror, Thriller",tt1708532,145.0,4.8,2332914,781855,5800000.0,2011-06-03,4.218999999999999
1989,31,"Drama, Romance, Sport",tt3835080,102.0,5.1,850419,779820,1500000.0,2016-09-15,11.152000000000001
1990,Student of the Year 2,"Action, Crime, Drama",tt7255568,145.0,2.1,1635907,778566,0.0,2019-05-10,4.285
1991,Only God Forgives,"Comedy, Crime, Thriller",tt1602613,90.0,5.7,10635126,778565,4800000.0,2013-05-22,14.132
1992,Huo guo ying xiong,Action,tt5596352,94.0,6.6,58106427,776649,0.0,2016-04-01,5.317
1993,Rowdy Rathore,"Comedy, Drama, Romance",tt2077833,140.0,5.9,29342463,775981,6700000.0,2012-06-01,5.007
1994,Border,"Horror, Thriller",tt3142228,95.0,5.6,2177678,771930,0.0,2014-10-01,0.6
1995,The Church,"Biography, Drama, History",tt2482856,81.0,5.7,772000,771454,0.0,2018-10-05,2.872
1996,Mark Felt: The Man Who Brought Down the White House,Documentary,tt5175450,103.0,6.4,4372130,768946,0.0,2017-09-28,10.573
1997,When Marnie Was There,Drama,tt3398268,103.0,7.7,34949567,765127,0.0,2014-07-19,12.535
1998,Pariah,"Comedy, Romance",tt1233334,86.0,7.2,769552,758099,500000.0,2011-12-27,6.278
1999,Mubarakan,"Drama, Thriller, War",tt6272828,156.0,5.6,12899968,757057,0.0,2017-07-28,3.386
2000,Coriolanus,"Comedy, Drama",tt1372686,123.0,6.1,2435325,756452,7700000.0,2011-02-14,8.192
2001,Peepli (Live),Music,tt1447508,95.0,7.4,9460931,754836,2270000.0,2010-08-13,2.798
2002,Joni 75: A Birthday Celebration,Drama,tt9748230,128.0,8.4,808831,752205,0.0,2019-02-07,1.7469999999999999
2003,Palo Alto,Sport,tt2479800,100.0,6.2,919591,750100,0.0,2014-05-09,8.352
2004,The Party,Drama,tt5814592,71.0,6.6,5597950,749827,0.0,2017-09-13,8.127
2005,How Long Will I Love U,"Drama, Music, Romance",tt8404272,101.0,6.5,136796719,746933,0.0,2018-05-18,3.3289999999999997
2006,On Chesil Beach,"Crime, Drama, Fantasy",tt1667321,110.0,6.3,3335913,745971,0.0,2018-01-19,7.756
2007,Cosmopolis,"Drama, Romance",tt1480656,109.0,5.0,7029095,743636,20500000.0,2012-05-25,7.682
2008,I Belonged to You,"Comedy, Drama, History",tt6074202,112.0,5.4,119107580,743507,0.0,2016-09-29,1.561
2009,Once I Was a Beehive,"Adventure, Comedy",tt4002772,119.0,6.3,732655,732655,0.0,2015-08-14,4.428999999999999
2010,Land Ho!,"Drama, Music",tt3283556,95.0,5.9,727594,727430,0.0,2014-07-11,4.055
2011,Vox Lux,Documentary,tt5960374,114.0,6.0,1439539,727119,0.0,2018-12-07,13.392000000000001
